Use Case,Status,Price,Discount code,Pain,Loss Reason,Source,City,Created Year,Created Month,Close Year,Close Month
Corporate Events,Closed Lost,360.0,MONTHSAVE25DEAL,operations,lost to competitor,Inbound,Chicago,2019,5,2019,5
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Jacksonville,2019,5,2019,5
Corporate Events,Closed Won,360.0,2SEMESTERS20OFF,operations,not target,Inbound,Seattle,2019,5,2019,5
Educational Seminars,Closed Won,0.0,NOCOSTREG,quality of delivery,not target,Inbound,Chicago,2019,5,2019,7
Educational Seminars,Closed Won,120.0,MONTH75SAVINGS,financial control,not target,Inbound,Chicago,2019,5,2019,5
Educational Seminars,Closed Lost,240.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,5,2019,5
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,5,2019,10
Corporate Events,Closed Lost,576.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,6,2019,6
Educational Seminars,Closed Won,1008.0,RENEWYEAR30,operations,not target,Inbound,Jacksonville,2019,8,2019,12
Corporate Events,Closed Won,576.0,2SEMESTERS20SALE,operations,not target,Inbound,San Francisco,2019,6,2019,6
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,Indianapolis,2019,7,2019,7
Corporate Events,Closed Lost,240.0,2SEMESTERS20OFF,operations,no budget,Inbound,Chicago,2019,7,2019,9
Corporate Events,Closed Won,240.0,DISCOUNT50POWER,operations,not target,Inbound,Chicago,2019,7,2019,8
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,operations,not target,Inbound,San Antonio,2019,7,2019,7
Educational Seminars,Closed Lost,768.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2019,7,2019,10
Corporate Events,Closed Lost,92928.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,7,2019,3
Educational Seminars,Closed Won,240.0,SAVEMONTH50G,operations,not target,Inbound,Chicago,2019,3,2019,11
Corporate Events,Closed Lost,768.0,2SEMESTERS20OFF,quality of delivery,lost to competitor,Inbound,Dallas,2019,3,2019,3
Corporate Events,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,3,2019,10
Corporate Events,Closed Lost,360.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,3,2019,3
Sports Events,Closed Won,960.0,YEARLY60,operations,not target,Inbound,Chicago,2019,3,2019,3
Educational Seminars,Closed Won,576.0,HALFSEASON20G,operations,not target,Inbound,Chicago,2018,12,2018,12
Corporate Events,Closed Lost,240.0,MONTH50REBATE,operations,not target,Inbound,Chicago,2018,12,2019,4
Sports Events,Closed Won,768.0,HALFYEAR20G,financial control,not target,Outbound,Dallas,2018,12,2018,12
Educational Seminars,Closed Lost,240.0,2SEMESTERS20OFF,operations,no budget,Inbound,Chicago,2019,11,2019,11
Educational Seminars,Closed Lost,960.0,YEARLY60,operations,lost to competitor,Inbound,Chicago,2019,11,2019,4
Sports Events,Closed Won,150.0,CUTBACK75SPECIAL,operations,not target,Inbound,Chicago,2019,11,2019,11
Educational Seminars,Closed Lost,600.0,2SEMESTERS20OFF,quality of delivery,price,Outbound,Chicago,2019,11,2019,11
Educational Seminars,Closed Lost,240.0,MONTH50REBATE,operations,lost to competitor,Inbound,Chicago,2019,11,2019,4
Sports Events,Closed Won,360.0,25GIFT,operations,not target,Inbound,San Antonio,2019,11,2019,11
Sports Events,Closed Lost,90750.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2019,11,2019,4
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,operations,not target,Inbound,San Diego,2019,4,2019,5
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,financial control,not target,Outbound,Charlotte,2019,6,2019,6
Sports Events,Closed Won,324.0,SLASH10,operations,not target,Inbound,Chicago,2019,6,2019,6
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,Chicago,2019,6,2019,6
Corporate Events,Closed Lost,120.0,2SEMESTERS20OFF,operations,price,Inbound,Chicago,2019,6,2019,6
Corporate Events,Closed Lost,576.0,SAVE25NOW,financial control,lost to competitor,Outbound,San Francisco,2019,6,2019,6
Corporate Events,Closed Lost,360.0,SAVE25LESS,operations,no response,Outbound,San Antonio,2019,6,2019,6
Educational Seminars,Closed Won,200.0,SAVEMONTH50G,time saving,not target,Outbound,Chicago,2019,6,2019,6
Corporate Events,Closed Lost,200.0,NOCOSTREG,operations,no product fit,Outbound,Chicago,2019,4,2019,4
Corporate Events,Closed Lost,768.0,2SEMESTERS20OFF,operations,no product fit,Inbound,San Diego,2019,4,2019,5
Educational Seminars,Closed Won,1344.0,ANNUAL30BONUS,quality of delivery,not target,Outbound,Chicago,2019,6,2019,6
Corporate Events,Closed Won,300.0,MONTH50CUTBACK,operations,not target,Outbound,Chicago,2019,4,2019,4
Educational Seminars,Other,240.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,7,2019,7
Sports Events,Closed Won,240.0,SAVEMONTH50G,operations,not target,Inbound,Chicago,2019,4,2019,4
Sports Events,Closed Lost,240.0,2SEMESTERS20OFF,operations,no response,Outbound,Chicago,2019,4,2019,4
Educational Seminars,Closed Won,450.0,SAVEQUARTER25,quality of delivery,not target,Inbound,Chicago,2019,4,2019,4
Wedding Planning,Closed Won,100.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2018,11
Wedding Planning,Closed Won,100.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2018,11
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,2
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,4
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,4
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,4
Wedding Planning,Closed Won,100.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2018,11
Wedding Planning,Closed Won,100.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2018,2
Wedding Planning,Closed Won,100.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2018,9
Wedding Planning,Closed Won,100.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2018,10
Wedding Planning,Closed Won,100.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2018,11
Wedding Planning,Closed Won,100.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2018,11
Wedding Planning,Closed Won,100.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2018,9
Wedding Planning,Closed Won,100.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2018,12
Wedding Planning,Closed Won,100.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2018,11
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,5,2019,8
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,quality of delivery,not target,Inbound,Chicago,2019,5,2019,5
Corporate Events,Closed Won,120.0,SEVENTYFIVEGIFT,operations,not target,Inbound,San Jose,2019,5,2019,5
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,5,2019,5
Educational Seminars,Closed Won,768.0,HALFYEAR20G,operations,not target,Inbound,Chicago,2019,5,2019,5
Corporate Events,Closed Lost,360.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2019,5,2019,5
Corporate Events,Closed Lost,768.0,2SEMESTERS20OFF,operations,lost to competitor,Outbound,San Francisco,2019,5,2019,5
Educational Seminars,Closed Lost,360.0,DISCOUNT25QUICK,operations,no response,Outbound,Columbus,2019,7,2019,7
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,5,2019,5
Corporate Events,Closed Lost,150.0,2SEMESTERS20OFF,operations,no budget,Inbound,Chicago,2019,5,2019,5
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Outbound,Charlotte,2019,5,2019,5
Corporate Events,Closed Lost,1344.0,2SEMESTERS20OFF,operations,no response,Outbound,San Francisco,2019,5,2019,5
Educational Seminars,Closed Won,14876.0,CUTBACK75SPECIAL,quality of delivery,not target,Outbound,Chicago,2019,5,2019,6
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Seattle,2019,5,2019,5
Corporate Events,Closed Lost,240.0,2SEMESTERS20OFF,operations,no product fit,Outbound,Austin,2019,5,2019,5
Corporate Events,Closed Lost,360.0,SAVE25LESS,operations,not target,Outbound,Chicago,2019,5,2019,6
Educational Seminars,Closed Lost,500.0,2SEMESTERS20OFF,financial control,no response,Outbound,Chicago,2019,6,2019,6
Corporate Events,Closed Won,150.0,MONTH75SPECIAL,operations,not target,Inbound,San Francisco,2019,6,2019,6
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,Jacksonville,2019,6,2019,6
Educational Seminars,Closed Lost,240.0,MONTH50REBATE,financial control,no response,Inbound,Chicago,2019,6,2019,6
Sports Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,6,2019,6
Educational Seminars,Closed Won,1344.0,ANNUAL30BONUS,operations,not target,Outbound,Jacksonville,2019,6,2019,6
Corporate Events,Closed Won,32396.0,10OFFREDUCED,operations,not target,Inbound,Chicago,2019,7,2019,7
Corporate Events,Closed Lost,2.0,2SEMESTERS20OFF,operations,no product fit,Inbound,Chicago,2019,7,2019,7
Sports Events,Closed Won,360.0,DISCOUNT25QUICK,operations,not target,Inbound,San Francisco,2019,7,2019,8
Corporate Events,Closed Won,450.0,FIFTYSAVINGS,operations,not target,Inbound,Chicago,2019,7,2019,7
Sports Events,Closed Lost,300.0,SAVEMORE50,operations,lost to competitor,Inbound,Chicago,2019,7,2019,8
Corporate Events,Closed Lost,360.0,2SEMESTERS20OFF,operations,price,Inbound,New York,2019,7,2019,3
Sports Events,Closed Won,768.0,HALFYEAR20G,operations,not target,Inbound,Chicago,2019,7,2019,3
Corporate Events,Other,1303.7540329575022,2SEMESTERS20OFF,quality of delivery,not target,Inbound,San Francisco,2019,7,2019,7
Sports Events,Closed Lost,1344.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2019,8,2019,3
Educational Seminars,Closed Won,14876.0,CUTBACK75SPECIAL,quality of delivery,not target,Inbound,Philadelphia,2019,8,2018,12
Educational Seminars,Closed Won,360.0,25GIFT,operations,not target,Inbound,Chicago,2019,3,2019,3
Corporate Events,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,3,2019,3
Educational Seminars,Closed Won,300.0,ECONOMY50SPECIAL,financial control,not target,Inbound,Austin,2019,3,2019,3
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,3,2019,3
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,San Diego,2019,3,2019,3
Corporate Events,Closed Lost,300.0,MONTH50CUTBACK,operations,no budget,Outbound,Chicago,2019,3,2019,4
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,3,2019,4
Sports Events,Closed Lost,360.0,2SEMESTERS20OFF,operations,lost to competitor,Inbound,Chicago,2019,3,2019,7
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,New York,2019,3,2019,4
Educational Seminars,Closed Lost,200.0,2SEMESTERS20OFF,financial control,no response,Inbound,Chicago,2019,3,2019,3
Sports Events,Closed Lost,240.0,2SEMESTERS20OFF,time saving,no response,Inbound,Chicago,2019,3,2019,6
Corporate Events,Closed Won,360.0,SAVE25LESS,operations,not target,Inbound,Chicago,2019,3,2019,3
Sports Events,Closed Won,768.0,HALFYEAR20G,operations,not target,Outbound,Indianapolis,2019,3,2019,4
Sports Events,Closed Lost,960.0,YEARLY60,operations,no response,Inbound,Charlotte,2019,3,2019,10
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,Chicago,2019,4,2019,4
Corporate Events,Closed Lost,360.0,2SEMESTERS20OFF,operations,no response,Inbound,New York,2019,4,2019,4
Corporate Events,Closed Won,240.0,ECONOMY50GIFT,operations,not target,Outbound,Chicago,2019,4,2019,4
Educational Seminars,Closed Won,240.0,SAVEMONTH50G,financial control,not target,Inbound,Chicago,2019,4,2019,4
Corporate Events,Closed Won,240.0,MONTH50REBATE,operations,not target,Outbound,Chicago,2019,4,2019,4
Educational Seminars,Closed Won,360.0,25GIFT,operations,not target,Outbound,San Francisco,2019,4,2019,4
Educational Seminars,Closed Lost,120.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2019,4,2019,4
Educational Seminars,Closed Lost,240.0,ECONOMY50GIFT,operations,no response,Inbound,San Jose,2019,6,2019,6
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Houston,2018,3,2018,3
Corporate Events,Closed Won,360.0,SAVE25LESS,operations,not target,Inbound,Austin,2019,6,2019,6
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,Chicago,2019,5,2019,5
Educational Seminars,Closed Won,360.0,25GIFT,quality of delivery,not target,Outbound,Dallas,2019,5,2019,5
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Outbound,San Antonio,2019,5,2019,5
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Outbound,Chicago,2019,12,2019,8
Educational Seminars,Closed Won,1344.0,ANNUAL30BONUS,quality of delivery,not target,Inbound,Chicago,2019,5,2019,5
Corporate Events,Closed Lost,240.0,DISCOUNT50POWER,operations,lost to competitor,Inbound,Chicago,2019,12,2019,8
Educational Seminars,Closed Lost,200.0,2SEMESTERS20OFF,operations,no response,Outbound,Chicago,2019,6,2019,6
Wedding Planning,Closed Won,100.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2018,11
Wedding Planning,Closed Won,100.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2018,12
Wedding Planning,Closed Won,100.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2018,10
Wedding Planning,Closed Won,100.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2018,11
Wedding Planning,Closed Won,100.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2018,1
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,2
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,2
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,9
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,2
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,2
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,2
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,2
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,2
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,9
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,10
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2018,12
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,2
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,3
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,7
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,3
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2018,12
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,3
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,3
Corporate Events,Closed Lost,120.0,2SEMESTERS20OFF,operations,lost to competitor,Inbound,Chicago,2019,8,2019,11
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,8,2019,10
Educational Seminars,Closed Won,1344.0,ANNUAL30BONUS,quality of delivery,not target,Inbound,Chicago,2019,8,2019,8
Sports Events,Closed Lost,360.0,2SEMESTERS20OFF,operations,no budget,Outbound,Philadelphia,2019,8,2019,9
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,8,2019,8
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,operations,not target,Inbound,Chicago,2019,8,2019,8
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,8,2019,8
Sports Events,Closed Lost,120.0,2SEMESTERS20OFF,operations,no product fit,Inbound,Chicago,2019,5,2019,5
Corporate Events,Closed Lost,1344.0,2SEMESTERS20OFF,operations,no response,Outbound,San Jose,2019,5,2019,5
Corporate Events,Closed Lost,360.0,MONTHSAVE25DEAL,operations,lost to competitor,Inbound,Chicago,2019,5,2019,5
Corporate Events,Closed Lost,1344.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2019,5,2019,5
Educational Seminars,Closed Lost,200.0,2SEMESTERS20OFF,financial control,lost to competitor,Inbound,Dallas,2019,5,2019,5
Corporate Events,Closed Won,600.0,PROMOTIONCODE,operations,not target,Inbound,Chicago,2019,5,2019,5
Corporate Events,Closed Lost,768.0,2SEMESTERS20OFF,operations,lost to competitor,Inbound,Chicago,2019,5,2019,5
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,5,2019,5
Educational Seminars,Closed Lost,264904.0,HOT50DEAL,operations,no response,Outbound,Denver,2019,5,2019,5
Wedding Planning,Closed Lost,1303.7540329575022,2SEMESTERS20OFF,operations,no budget,Inbound,Chicago,2019,5,2019,10
Wedding Planning,Closed Lost,1303.7540329575022,2SEMESTERS20OFF,operations,no budget,Inbound,Chicago,2019,5,2019,6
Wedding Planning,Closed Lost,1303.7540329575022,2SEMESTERS20OFF,operations,no budget,Inbound,Chicago,2019,5,2019,10
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,5,2019,4
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,5,2019,2
Wedding Planning,Closed Lost,1303.7540329575022,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2019,5,2019,10
Wedding Planning,Closed Lost,1303.7540329575022,2SEMESTERS20OFF,operations,no budget,Inbound,Chicago,2019,5,2019,10
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,5,2019,5
Wedding Planning,Closed Lost,1303.7540329575022,2SEMESTERS20OFF,operations,no budget,Inbound,Chicago,2019,5,2019,10
Wedding Planning,Closed Lost,1303.7540329575022,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2019,5,2019,1
Corporate Events,Closed Lost,120.0,2SEMESTERS20OFF,operations,no product fit,Outbound,Chicago,2019,5,2019,5
Educational Seminars,Closed Lost,14876.0,MONTH75SPECIAL,financial control,lost to competitor,Outbound,San Diego,2019,5,2019,5
Wedding Planning,Closed Lost,1303.7540329575022,2SEMESTERS20OFF,operations,lost to competitor,Inbound,Chicago,2019,5,2019,5
Educational Seminars,Closed Won,960.0,YEARLY60,operations,not target,Inbound,Chicago,2019,5,2019,5
Corporate Events,Closed Won,360.0,SAVE25LESS,operations,not target,Inbound,Chicago,2019,5,2019,5
Sports Events,Closed Lost,768.0,HALFYEAR20G,financial control,no response,Outbound,Indianapolis,2019,5,2019,5
Corporate Events,Closed Won,360.0,SAVE25LESS,quality of delivery,not target,Inbound,Chicago,2019,6,2019,6
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,lost to competitor,Inbound,Chicago,2019,6,2019,6
Corporate Events,Closed Won,150.0,ECONOMY75DISCOUNT,operations,not target,Inbound,Chicago,2019,6,2019,6
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,quality of delivery,not target,Inbound,Chicago,2019,6,2019,7
Educational Seminars,Closed Lost,1344.0,2SEMESTERS20OFF,financial control,price,Inbound,Chicago,2019,6,2019,10
Educational Seminars,Closed Won,960.0,YEARLY60,quality of delivery,not target,Outbound,Chicago,2019,6,2019,6
Educational Seminars,Closed Lost,0.0,2SEMESTERS20OFF,operations,no response,Outbound,San Francisco,2019,6,2019,6
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,Chicago,2019,6,2019,6
Corporate Events,Closed Won,1008.0,RENEW30YEARLY,operations,not target,Inbound,San Francisco,2019,6,2019,6
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,quality of delivery,not target,Inbound,Chicago,2019,8,2019,8
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,operations,not target,Inbound,San Francisco,2019,8,2019,8
Corporate Events,Closed Won,360.0,SAVE25LESS,operations,not target,Inbound,Chicago,2019,8,2019,3
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,8,2019,8
Corporate Events,Closed Lost,768.0,2SEMESTERS20OFF,financial control,no product fit,Inbound,San Antonio,2019,8,2019,8
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,Jacksonville,2019,3,2019,3
Corporate Events,Closed Lost,360.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2019,3,2019,3
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,financial control,not target,Inbound,Chicago,2019,3,2019,3
Educational Seminars,Closed Won,120.0,MONTH75SAVINGS,time saving,not target,Inbound,Chicago,2019,3,2019,3
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,financial control,not target,Inbound,Chicago,2019,3,2019,3
Corporate Events,Closed Won,960.0,ANNUAL60DEAL,operations,not target,Inbound,Chicago,2019,3,2019,3
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,3,2019,3
Corporate Events,Closed Lost,120.0,2SEMESTERS20OFF,operations,lost to competitor,Inbound,Chicago,2019,3,2019,3
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Seattle,2019,3,2019,3
Educational Seminars,Closed Lost,150.0,MONTH75SPECIAL,operations,price,Outbound,San Diego,2019,3,2019,5
Sports Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Outbound,Chicago,2019,4,2019,4
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,4
Educational Seminars,Closed Won,768.0,HALFYEAR20G,operations,not target,Inbound,San Francisco,2019,4,2019,4
Educational Seminars,Closed Lost,0.0,2SEMESTERS20OFF,operations,no budget,Outbound,Chicago,2019,6,2019,4
Corporate Events,Closed Won,150.0,QUARTERLY75OFF,operations,not target,Outbound,San Diego,2019,6,2019,6
Educational Seminars,Closed Won,768.0,HALFYEAR20G,operations,not target,Inbound,Chicago,2019,6,2019,6
Sports Events,Closed Won,960.0,YEARLY60,operations,not target,Inbound,Chicago,2019,6,2019,6
Corporate Events,Closed Won,1008.0,RENEW30YEARLY,operations,not target,Outbound,Chicago,2019,6,2019,6
Sports Events,Closed Lost,360.0,2SEMESTERS20OFF,operations,no budget,Inbound,Chicago,2019,6,2019,6
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,Chicago,2019,11,2019,11
Sports Events,Closed Lost,0.0,NOCOSTREG,financial control,no product fit,Inbound,Chicago,2019,5,2019,7
Corporate Events,Closed Won,360.0,SAVE25LESS,operations,not target,Inbound,Chicago,2019,8,2019,8
Educational Seminars,Closed Won,240.0,ECONOMY50GIFT,operations,not target,Inbound,San Antonio,2019,7,2019,3
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,quality of delivery,not target,Outbound,Chicago,2019,5,2019,5
Educational Seminars,Closed Lost,240.0,ECONOMY50GIFT,financial control,no response,Inbound,Chicago,2019,5,2019,7
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,3
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,3
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,3
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,3
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,3
Corporate Events,Closed Won,240.0,MONTH50REBATE,operations,not target,Outbound,San Francisco,2019,4,2019,4
Corporate Events,Closed Lost,360.0,SAVE25LESS,operations,lost to competitor,Inbound,Jacksonville,2019,4,2019,4
Corporate Events,Closed Won,150.0,QUARTERLY75OFF,financial control,not target,Inbound,Chicago,2019,8,2019,8
Sports Events,Closed Lost,768.0,HALFYEAR20G,operations,no response,Inbound,Chicago,2019,8,2019,5
Corporate Events,Closed Won,14876.0,ECONOMY75DISCOUNT,operations,not target,Outbound,Chicago,2019,8,2019,10
Corporate Events,Closed Lost,768.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2019,8,2019,10
Corporate Events,Closed Won,1344.0,ANNUAL30BONUS,operations,not target,Outbound,Chicago,2019,8,2019,10
Sports Events,Closed Won,768.0,HALFYEAR20G,operations,not target,Inbound,Chicago,2019,8,2019,9
Educational Seminars,Closed Won,300.0,SAVEMORE50,operations,not target,Inbound,San Jose,2019,8,2019,10
Corporate Events,Closed Lost,0.0,2SEMESTERS20OFF,financial control,no response,Outbound,Chicago,2019,7,2019,8
Corporate Events,Closed Lost,360.0,2SEMESTERS20OFF,financial control,not target,Inbound,Chicago,2019,5,2019,5
Sports Events,Closed Lost,324.0,SLASH10,operations,no response,Outbound,Chicago,2019,5,2019,5
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,5,2019,6
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,5,2019,5
Sports Events,Closed Won,960.0,YEARLY60,operations,not target,Inbound,Chicago,2019,5,2019,5
Corporate Events,Closed Lost,300.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2019,5,2019,5
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Outbound,New York,2019,5,2019,5
